"Van";"Naar";"Persoonskenmerken";"Perioden";"Waarde eenheid";"Waarde"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2008 2e kwartaal";"x 1 000";"591"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2008 3e kwartaal";"x 1 000";"575"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2008 4e kwartaal";"x 1 000";"563"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2009 1e kwartaal";"x 1 000";"583"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2009 2e kwartaal";"x 1 000";"573"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2009 3e kwartaal";"x 1 000";"560"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2009 4e kwartaal";"x 1 000";"566"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2010 1e kwartaal";"x 1 000";"560"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2010 2e kwartaal";"x 1 000";"558"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2010 3e kwartaal";"x 1 000";"540"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2010 4e kwartaal";"x 1 000";"564"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2011 1e kwartaal";"x 1 000";"582"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2011 2e kwartaal";"x 1 000";"578"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 1e kwartaal";"x 1 000";"1706"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 2e kwartaal";"x 1 000";"1726"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 3e kwartaal";"x 1 000";"1717"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 4e kwartaal";"x 1 000";"1718"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 1e kwartaal";"x 1 000";"1693"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 2e kwartaal";"x 1 000";"1692"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 3e kwartaal";"x 1 000";"1687"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 4e kwartaal";"x 1 000";"1684"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 1e kwartaal";"x 1 000";"1676"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 2e kwartaal";"x 1 000";"1682"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 3e kwartaal";"x 1 000";"1672"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 4e kwartaal";"x 1 000";"1682"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 1e kwartaal";"x 1 000";"1671"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 2e kwartaal";"x 1 000";"1660"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 3e kwartaal";"x 1 000";"1653"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 4e kwartaal";"x 1 000";"1626"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 1e kwartaal";"x 1 000";"1601"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 2e kwartaal";"x 1 000";"1596"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 3e kwartaal";"x 1 000";"1576"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 4e kwartaal";"x 1 000";"1556"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 1e kwartaal";"x 1 000";"1565"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 2e kwartaal";"x 1 000";"1551"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 3e kwartaal";"x 1 000";"1551"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 4e kwartaal";"x 1 000";"1534"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 1e kwartaal";"x 1 000";"1510"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 2e kwartaal";"x 1 000";"1536"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 3e kwartaal";"x 1 000";"1548"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 4e kwartaal";"x 1 000";"1543"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 1e kwartaal";"x 1 000";"1520"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 2e kwartaal";"x 1 000";"1502"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 3e kwartaal";"x 1 000";"1509"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 4e kwartaal";"x 1 000";"1505"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2011 1e kwartaal";"x 1 000";"1510"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2011 2e kwartaal";"x 1 000";"1499"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 1e kwartaal";"x 1 000";"1926"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 2e kwartaal";"x 1 000";"1886"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 3e kwartaal";"x 1 000";"1883"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 4e kwartaal";"x 1 000";"1873"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 1e kwartaal";"x 1 000";"1847"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 2e kwartaal";"x 1 000";"1798"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 3e kwartaal";"x 1 000";"1795"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 4e kwartaal";"x 1 000";"1806"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 1e kwartaal";"x 1 000";"1787"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 2e kwartaal";"x 1 000";"1766"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 3e kwartaal";"x 1 000";"1772"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 4e kwartaal";"x 1 000";"1772"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 1e kwartaal";"x 1 000";"1790"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 2e kwartaal";"x 1 000";"1755"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 3e kwartaal";"x 1 000";"1757"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 4e kwartaal";"x 1 000";"1751"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 1e kwartaal";"x 1 000";"1739"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 2e kwartaal";"x 1 000";"1662"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 3e kwartaal";"x 1 000";"1653"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 4e kwartaal";"x 1 000";"1638"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 1e kwartaal";"x 1 000";"1640"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 2e kwartaal";"x 1 000";"1631"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 3e kwartaal";"x 1 000";"1632"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 4e kwartaal";"x 1 000";"1666"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 1e kwartaal";"x 1 000";"1644"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 2e kwartaal";"x 1 000";"1620"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 3e kwartaal";"x 1 000";"1633"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 4e kwartaal";"x 1 000";"1659"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 1e kwartaal";"x 1 000";"1647"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 2e kwartaal";"x 1 000";"1598"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 3e kwartaal";"x 1 000";"1621"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 4e kwartaal";"x 1 000";"1672"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2011 1e kwartaal";"x 1 000";"1679"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2011 2e kwartaal";"x 1 000";"1623"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 1e kwartaal";"x 1 000";"1222"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 2e kwartaal";"x 1 000";"1202"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 3e kwartaal";"x 1 000";"1253"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 4e kwartaal";"x 1 000";"1242"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 1e kwartaal";"x 1 000";"1224"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 2e kwartaal";"x 1 000";"1199"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 3e kwartaal";"x 1 000";"1257"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 4e kwartaal";"x 1 000";"1253"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 1e kwartaal";"x 1 000";"1226"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 2e kwartaal";"x 1 000";"1192"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 3e kwartaal";"x 1 000";"1245"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 4e kwartaal";"x 1 000";"1250"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 1e kwartaal";"x 1 000";"1219"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 2e kwartaal";"x 1 000";"1185"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 3e kwartaal";"x 1 000";"1209"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 4e kwartaal";"x 1 000";"1198"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 1e kwartaal";"x 1 000";"1163"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 2e kwartaal";"x 1 000";"1145"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 3e kwartaal";"x 1 000";"1209"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 4e kwartaal";"x 1 000";"1180"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 1e kwartaal";"x 1 000";"1117"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 2e kwartaal";"x 1 000";"1077"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 3e kwartaal";"x 1 000";"1144"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 4e kwartaal";"x 1 000";"1096"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 1e kwartaal";"x 1 000";"1085"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 2e kwartaal";"x 1 000";"1059"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 3e kwartaal";"x 1 000";"1137"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 4e kwartaal";"x 1 000";"1145"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 1e kwartaal";"x 1 000";"1130"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 2e kwartaal";"x 1 000";"1119"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 3e kwartaal";"x 1 000";"1150"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 4e kwartaal";"x 1 000";"1136"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2011 1e kwartaal";"x 1 000";"1122"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2011 2e kwartaal";"x 1 000";"1082"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 1e kwartaal";"x 1 000";"380"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 2e kwartaal";"x 1 000";"371"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 3e kwartaal";"x 1 000";"396"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 4e kwartaal";"x 1 000";"405"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 1e kwartaal";"x 1 000";"407"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 2e kwartaal";"x 1 000";"429"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 3e kwartaal";"x 1 000";"450"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 4e kwartaal";"x 1 000";"447"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 1e kwartaal";"x 1 000";"433"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 2e kwartaal";"x 1 000";"428"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 3e kwartaal";"x 1 000";"431"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 4e kwartaal";"x 1 000";"435"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 1e kwartaal";"x 1 000";"433"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 2e kwartaal";"x 1 000";"423"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 3e kwartaal";"x 1 000";"421"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 4e kwartaal";"x 1 000";"403"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 1e kwartaal";"x 1 000";"392"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 2e kwartaal";"x 1 000";"409"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 3e kwartaal";"x 1 000";"410"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 4e kwartaal";"x 1 000";"408"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 1e kwartaal";"x 1 000";"408"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 2e kwartaal";"x 1 000";"404"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 3e kwartaal";"x 1 000";"394"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 4e kwartaal";"x 1 000";"395"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 1e kwartaal";"x 1 000";"407"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 2e kwartaal";"x 1 000";"427"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 3e kwartaal";"x 1 000";"435"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 4e kwartaal";"x 1 000";"413"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2010 1e kwartaal";"x 1 000";"416"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2010 2e kwartaal";"x 1 000";"411"
