"Perioden";"Persoonskenmerken";"Onderwerpen_1";"Arbeidspositie einde periode";"Waarde eenheid";"Waarde"
"2005 3e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"32"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"577"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"518"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"13"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"45"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"539"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"480"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"13"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"45"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"13"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"13"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"25"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"25"
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1809"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1706"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"24"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"79"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1716"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1614"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"24"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"79"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"44"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"44"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"49"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"49"
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2751"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2691"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"19"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"41"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2699"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2639"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"19"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"41"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"23"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"23"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"30"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"30"
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1488"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1466"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"8"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"14"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1458"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1437"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"8"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"14"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"18"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"18"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"12"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"12"
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"574"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"563"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"4"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"7"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"566"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"556"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"4"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"7"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"5"
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2005 3e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"10945"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"6994"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"466"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"3484"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"7010"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"6796"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"81"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"134"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"448"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"88"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"242"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"119"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3486"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"111"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"143"
"2005 4e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"3232"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5518"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4057"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"222"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1239"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4072"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3962"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"45"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"65"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"214"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"44"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"119"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"50"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1232"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"51"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"57"
"2005 4e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1123"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5427"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2937"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"244"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"2246"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2938"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2834"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"36"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"69"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"235"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"43"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"123"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"69"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2254"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"60"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"86"
"2005 4e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"2108"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1949"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"763"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"98"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1087"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"746"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"681"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"19"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"45"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"86"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"25"
"2005 4e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"33"
